=========================================================
Starting log: Fri Sep  4 09:37:00 2009
=========================================================
Fri Sep  4 09:39:55 2009 XIOTech::xiotechPackets::encrypt:1103 				encrypt...begin
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_handleSyncResponse:2280 			Sending packet
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::write_packet:1963 				write_packet begin...
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::write_packet:1963 				writing 132 bytes
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::writeSocketData:854 				writeSocketData...begin (write 132 bytes)
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::writeSocketData:854 				writeSocketData: 132 bytes written
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	begin (45751)
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_receivePacketSync:1449 			_receivePacketSync...begin (45751)
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::read_packet:1533 					read_packet begin...
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::read_packet:1533 					Read the header... (128 bytes)
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::readSocketData:906 				readSocketData...begin (read 128 bytes)
Fri Sep  4 09:39:55 2009 XIOTech::xiotechPackets::decrypt:915 				decrypt...begin
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_receivePacketSync:1449 			validating xiotech packet...
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_validateXiotechPacket:1539 		_validateXiotechPacket...begin
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	We received the PI_IN_PROGRESS.
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	end
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_receivePacketSync:1986 			_receivePacketSync...begin (45751)
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::read_packet:1533 					read_packet begin...
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::read_packet:1533 					Read the header... (128 bytes)
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::readSocketData:906 				readSocketData...begin (read 128 bytes)
Fri Sep  4 09:39:55 2009 XIOTech::xiotechPackets::decrypt:915 				decrypt...begin
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::read_packet:1533 					Read the data... (36 bytes)
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::readSocketData:938 				readSocketData...begin (read 36 bytes)
Fri Sep  4 09:39:55 2009 XIOTech::xiotechPackets::decrypt:942 				decrypt...begin
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_receivePacketSync:1986 			validating xiotech packet...
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_validateXiotechPacket:1539 		_validateXiotechPacket...begin
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::_devicePathResponsePacket:2000 	begin
Fri Sep  4 09:39:55 2009 XIOTech::cmdMgr::displayDevicePath:10006 			begin
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::beDevicePaths:9998 				begin
Fri Sep  4 09:40:14 2009 XIOTech::xiotechPackets::encrypt:1094 				encrypt...begin
Fri Sep  4 09:40:14 2009 XIOTech::xiotechPackets::encrypt:1103 				encrypt...begin
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_handleSyncResponse:2280 			Sending packet
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::write_packet:1963 				write_packet begin...
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::write_packet:1963 				writing 132 bytes
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::writeSocketData:854 				writeSocketData...begin (write 132 bytes)
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::writeSocketData:854 				writeSocketData: 132 bytes written
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	begin (45752)
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_receivePacketSync:1449 			_receivePacketSync...begin (45752)
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::read_packet:1533 					read_packet begin...
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::read_packet:1533 					Read the header... (128 bytes)
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::readSocketData:906 				readSocketData...begin (read 128 bytes)
Fri Sep  4 09:40:14 2009 XIOTech::xiotechPackets::decrypt:915 				decrypt...begin
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_receivePacketSync:1449 			validating xiotech packet...
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_validateXiotechPacket:1539 		_validateXiotechPacket...begin
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	We received the PI_IN_PROGRESS.
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	end
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_receivePacketSync:1986 			_receivePacketSync...begin (45752)
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::read_packet:1533 					read_packet begin...
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::read_packet:1533 					Read the header... (128 bytes)
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::readSocketData:906 				readSocketData...begin (read 128 bytes)
Fri Sep  4 09:40:14 2009 XIOTech::xiotechPackets::decrypt:915 				decrypt...begin
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::read_packet:1533 					Read the data... (308 bytes)
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::readSocketData:938 				readSocketData...begin (read 308 bytes)
Fri Sep  4 09:40:14 2009 XIOTech::xiotechPackets::decrypt:942 				decrypt...begin
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_receivePacketSync:1986 			validating xiotech packet...
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_validateXiotechPacket:1539 		_validateXiotechPacket...begin
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::_devicePathResponsePacket:2000 	begin
Fri Sep  4 09:40:14 2009 XIOTech::cmdMgr::displayDevicePath:10006 			begin
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::virtualDisks:13963 				begin
Fri Sep  4 09:40:36 2009 XIOTech::xiotechPackets::encrypt:1094 				encrypt...begin
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_handleSyncResponse:70 			Sending packet
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::write_packet:1963 				write_packet begin...
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::write_packet:1963 				writing 128 bytes
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::writeSocketData:854 				writeSocketData...begin (write 128 bytes)
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::writeSocketData:854 				writeSocketData: 128 bytes written
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	begin (45753)
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_receivePacketSync:1449 			_receivePacketSync...begin (45753)
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::read_packet:1533 					read_packet begin...
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::read_packet:1533 					Read the header... (128 bytes)
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::readSocketData:906 				readSocketData...begin (read 128 bytes)
Fri Sep  4 09:40:36 2009 XIOTech::xiotechPackets::decrypt:915 				decrypt...begin
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_receivePacketSync:1449 			validating xiotech packet...
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_validateXiotechPacket:1539 		_validateXiotechPacket...begin
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	We received the PI_IN_PROGRESS.
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_processCommandInProgress:1976 	end
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_receivePacketSync:1986 			_receivePacketSync...begin (45753)
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::read_packet:1533 					read_packet begin...
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::read_packet:1533 					Read the header... (128 bytes)
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::readSocketData:906 				readSocketData...begin (read 128 bytes)
Fri Sep  4 09:40:36 2009 XIOTech::xiotechPackets::decrypt:915 				decrypt...begin
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::read_packet:1533 					Read the data... (2856 bytes)
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::readSocketData:938 				readSocketData...begin (read 2856 bytes)
Fri Sep  4 09:40:36 2009 XIOTech::xiotechPackets::decrypt:942 				decrypt...begin
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_receivePacketSync:1986 			validating xiotech packet...
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_validateXiotechPacket:1539 		_validateXiotechPacket...begin
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::_virtualDisksPacket:2000 			begin
Fri Sep  4 09:40:36 2009 XIOTech::cmdMgr::displayVirtualDisks:13969 		begin
=========================================================
Ending log: Fri Sep  4 15:55:47 2009
=========================================================


